tokenID,name,description,file_name,external_url,attributes[Type],attributes[Gender],attributes[Age],attributes[HairStyle],attributes[FacialFeature],attributes[Eyes],attributes[Expression],attributes[Accessory],attributes[Rarity]
148,Loxley #148,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,148.png,,human scout,androgynous,elder,buzzcut,soul patch,tired eyes,scowling,neck chain,Common
149,Loxley #149,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,149.png,,alien,androgynous,adult,messy hair,cheek markings,winking,smiling,flower behind ear,Rare
150,Loxley #150,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,150.png,,portrait dog,androgynous,adult,wavy hair,full beard,big round eyes,smiling,cap,Rare
151,Loxley #151,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,151.png,,human phantom,androgynous,young,wavy hair,beauty mark,glowing eyes,calm,helmet,Common
152,Loxley #152,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,152.png,,human rogue,feminine,young,buzzcut,scarred cheek,glowing cyber eye,serious,helmet,Common
153,Loxley #153,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,153.png,,human oracle,masculine,adult,cornrows,war paint,cyber visor,neutral,flower behind ear,Common
154,Loxley #154,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,154.png,,human phantom,masculine,elder,messy hair,war paint,monocle,surprised,scarf,Common
155,Loxley #155,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,155.png,,human hacker,masculine,young,slicked-back hair,sideburns,eyepatch,neutral,flower behind ear,Common
156,Loxley #156,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,156.png,,portrait dog,androgynous,young,top-knot,cybernetic jaw,glowing cyber eye,scowling,flower behind ear,Rare
157,Loxley #157,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,157.png,,human ranger,feminine,elder,shaved sides,freckles,sunglasses,smiling,antenna,Common
158,Loxley #158,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,158.png,,human rogue,androgynous,young,pigtails,sideburns,big round eyes,smiling,hood up,Common
159,Loxley #159,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,159.png,,alien,androgynous,adult,pigtails,sideburns,glowing cyber eye,serious,earring,Rare
160,Loxley #160,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,160.png,,human scout,masculine,adult,wavy hair,chin strap beard,glowing eyes,smirking,headphones,Common
161,Loxley #161,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,161.png,,human rogue,feminine,elder,spiky hair,eye scar,normal eyes,serious,crown,Common
162,Loxley #162,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,162.png,,human rogue,androgynous,elder,curly hair,scarred cheek,normal eyes,surprised,beanie,Common
163,Loxley #163,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,163.png,,human ranger,feminine,adult,dreadlocks,clean-shaven,sharp piercing eyes,scowling,small horns,Common
164,Loxley #164,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,164.png,,human phantom,feminine,elder,ponytail,goatee,glowing cyber eye,grinning,headband,Common
165,Loxley #165,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,165.png,,human oracle,androgynous,elder,cornrows,cybernetic jaw,eyepatch,scowling,scarf,Common
166,Loxley #166,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,166.png,,human rogue,masculine,adult,afro hair,cybernetic jaw,wide eyes,serious,face mask,Common
167,Loxley #167,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,167.png,,human scout,androgynous,young,receding hairline,war paint,closed eyes,neutral,bandana,Common
168,Loxley #168,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,168.png,,human hacker,masculine,elder,dreadlocks,mustache,big round eyes,grinning,cap,Common
169,Loxley #169,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,169.png,,portrait cat,androgynous,young,man-bun,freckles,round glasses,neutral,hood up,Rare
170,Loxley #170,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,170.png,,human ranger,androgynous,adult,ponytail,dimples,round glasses,frowning,neck chain,Common
171,Loxley #171,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,171.png,,human hacker,feminine,young,dreadlocks,chin strap beard,eyepatch,smiling,crown,Common
172,Loxley #172,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,172.png,,portrait cat,masculine,young,cornrows,scarred cheek,cyber visor,calm,cap,Rare
173,Loxley #173,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,173.png,,human phantom,feminine,elder,cornrows,mustache,heterochromia,serious,crown,Common
174,Loxley #174,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,174.png,,alien,feminine,adult,top-knot,stubble,round glasses,smiling,crown,Rare
175,Loxley #175,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,175.png,,human rogue,feminine,adult,bald,freckles,sunglasses,surprised,helmet,Common
176,Loxley #176,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,176.png,,portrait dog,androgynous,elder,undercut,chin strap beard,big round eyes,surprised,crown,Rare
177,Loxley #177,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,177.png,,portrait dog,androgynous,elder,messy hair,soul patch,square glasses,grinning,neck chain,Rare
178,Loxley #178,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,178.png,,secret agent,androgynous,young,receding hairline,beauty mark,round glasses,neutral,face mask,Rare
179,Loxley #179,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,179.png,,human phantom,feminine,elder,spiky hair,war paint,tired eyes,smiling,face mask,Common
180,Loxley #180,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,180.png,,portrait cat,masculine,adult,wavy hair,dimples,eyepatch,surprised,laurel wreath,Rare
181,Loxley #181,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,181.png,,human ranger,feminine,elder,top-knot,dimples,big round eyes,grinning,cap,Common
182,Loxley #182,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,182.png,,portrait dog,androgynous,elder,buzzcut,war paint,sunglasses,scowling,bandana,Rare
183,Loxley #183,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,183.png,,human phantom,masculine,young,man-bun,clean-shaven,closed eyes,neutral,hood up,Common
184,Loxley #184,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,184.png,,alien,androgynous,elder,hooded head,stubble,tired eyes,serious,antenna,Rare
185,Loxley #185,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,185.png,,human ranger,feminine,adult,bald,scarred cheek,eyepatch,scowling,antenna,Common
186,Loxley #186,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,186.png,,alien,androgynous,elder,buzzcut,nose ring,closed eyes,surprised,antenna,Rare
187,Loxley #187,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,187.png,,human rogue,masculine,adult,dreadlocks,scarred cheek,sunglasses,grinning,antenna,Common
188,Loxley #188,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,188.png,,human scout,masculine,adult,buzzcut,full beard,monocle,smirking,glowing halo,Common
189,Loxley #189,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,189.png,,human hacker,androgynous,young,curly hair,beauty mark,heterochromia,frowning,glowing halo,Common
190,Loxley #190,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,190.png,,alien,feminine,elder,bald,soul patch,round glasses,smirking,neck chain,Rare
191,Loxley #191,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,191.png,,portrait cat,androgynous,elder,ponytail,freckles,eyepatch,neutral,helmet,Rare
192,Loxley #192,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,192.png,,human oracle,androgynous,adult,long hair,nose ring,cyber visor,smiling,beanie,Common
193,Loxley #193,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,193.png,,human rogue,masculine,young,bald,chin strap beard,sharp piercing eyes,surprised,helmet,Common
194,Loxley #194,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,194.png,,human hacker,androgynous,elder,wavy hair,cheek markings,narrow eyes,surprised,earring,Common
195,Loxley #195,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,195.png,,human scout,androgynous,elder,man-bun,soul patch,square glasses,scowling,headband,Common
196,Loxley #196,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,196.png,,alien,androgynous,young,ponytail,soul patch,sunglasses,calm,bandana,Rare
197,Loxley #197,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,197.png,,portrait dog,masculine,elder,mohawk,freckles,sharp piercing eyes,smiling,scarf,Rare
198,Loxley #198,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,198.png,,human oracle,masculine,adult,buzzcut,freckles,tired eyes,grinning,face mask,Common
